Player,Country,Start,End,Matches,Innings,NotOuts,Runs,HighScore,HighScoreNotOut,Average,BallsFaced,StrikeRate,Hundreds,Fifties,Ducks,Fours,Sixes
Hardev Singh ,Chile,2019,2019,3,3,0,23,17,FALSE,7.666666667,48,47.91666667,0,0,0,1,0
Ibrahim Rizan ,Mald,2019,2020,8,6,3,23,9,TRUE,7.666666667,33,69.6969697,0,0,0,2,0
Zulqarnain Haider ,Pakistan,2007,2010,3,3,0,23,17,FALSE,7.666666667,30,76.66666667,0,0,0,1,0
GD Drummond ,Scotland,2008,2013,17,7,0,54,35,FALSE,7.714285714,65,83.07692308,0,0,2,3,0
H Osinde ,Canada,2008,2013,11,6,2,31,17,FALSE,7.75,34,91.17647059,0,0,0,1,2
Zubaidi Zulkifle ,MAL,2019,2019,4,4,0,31,22,FALSE,7.75,29,106.8965517,0,0,1,2,2
P Utseya ,Zimbabwe,2006,2015,35,21,9,94,13,TRUE,7.833333333,115,81.73913043,0,0,3,6,1
Shiraz Khan ,KUW,2019,2020,11,8,2,47,16,TRUE,7.833333333,48,97.91666667,0,0,1,3,2
D Weston ,GER,2019,2019,6,6,0,47,18,FALSE,7.833333333,54,87.03703704,0,0,2,5,1
KM Jarvis ,Zimbabwe,2011,2019,22,12,5,55,27,FALSE,7.857142857,64,85.9375,0,0,4,1,4
LJ Barker ,GUE,2019,2020,10,8,0,63,20,FALSE,7.875,69,91.30434783,0,0,3,8,0
Sultan Ahmed ,United Arab Emirates,2017,2020,22,13,5,63,18,FALSE,7.875,61,103.2786885,0,0,4,1,4
PS Airee ,Nepal,2015,2019,11,11,0,87,29,FALSE,7.909090909,93,93.5483871,0,0,4,10,1
Farhad Reza ,Bangladesh,2006,2014,13,9,0,72,19,FALSE,8,88,81.81818182,0,0,1,4,2
YSD Seneveratne ,Caym,2019,2019,6,6,0,48,19,FALSE,8,79,60.75949367,0,0,1,5,1
GH O'Brien ,Bermuda,2008,2019,11,6,2,32,7,TRUE,8,38,84.21052632,0,0,1,1,2
OO Bascome ,Bermuda,2008,2019,3,3,0,24,16,FALSE,8,29,82.75862069,0,0,0,3,0
Kaleemullah ,Oman,2017,2020,8,3,0,24,15,FALSE,8,14,171.4285714,0,0,1,0,3
M Chauhan ,Fin,2019,2019,2,2,0,16,15,FALSE,8,8,200,0,0,0,0,2
U Dorji ,BHU,2019,2019,2,2,0,16,8,FALSE,8,17,94.11764706,0,0,0,2,0
S Gajjar ,CZK-R,2020,2020,3,3,1,16,14,FALSE,8,22,72.72727273,0,0,1,1,0
LF Goncalves (),NA,2019,2019,3,2,0,16,13,FALSE,8,21,76.19047619,0,0,0,1,0
LS Livingstone ,England,2017,2017,2,2,0,16,16,FALSE,8,19,84.21052632,0,0,1,1,0
Najmul Hossain Shanto ,Bangladesh,2019,2019,2,2,0,16,11,FALSE,8,17,94.11764706,0,0,0,1,0
BV Save ,MAL,2020,2020,2,2,0,16,9,FALSE,8,17,94.11764706,0,0,0,3,0
Adil Butt ,Saudi,2020,2020,3,2,1,8,6,TRUE,8,10,80,0,0,0,0,0
AM Blignaut ,Zimbabwe,2010,2010,1,1,0,8,8,FALSE,8,8,100,0,0,0,1,0
GH Bodi ,South Africa,2007,2007,1,1,0,8,8,FALSE,8,25,32,0,0,0,0,0
H Dandapani ,Fin,2019,2019,5,3,2,8,5,FALSE,8,15,53.33333333,0,0,0,0,0
Habib Ahmadzai ,Aut,2019,2019,2,2,1,8,6,TRUE,8,10,80,0,0,0,1,0
Hamza Dar ,ESP,2019,2019,1,1,0,8,8,FALSE,8,6,133.3333333,0,0,0,1,0
CJ Langford ,IOM,2020,2020,1,1,0,8,8,FALSE,8,6,133.3333333,0,0,0,1,0
WA Peatfield ,GUE,2019,2020,9,2,1,8,7,TRUE,8,12,66.66666667,0,0,0,1,0
I Sharma ,India,2008,2013,14,3,2,8,5,TRUE,8,9,88.88888889,0,0,1,1,0
Simranjit Singh ,ITA,2019,2019,1,1,0,8,8,FALSE,8,9,88.88888889,0,0,0,0,0
L Sipamla ,South Africa,2019,2021,9,2,1,8,8,TRUE,8,11,72.72727273,0,0,1,1,0
Yasar Idrees ,KUW,2019,2019,1,1,0,8,8,FALSE,8,4,200,0,0,0,0,1
TS Fray ,Bermuda,2019,2019,10,10,1,73,29,FALSE,8.111111111,96,76.04166667,0,0,3,9,0
D Sheeli ,KUW,2019,2020,5,5,0,41,19,FALSE,8.2,43,95.34883721,0,0,0,5,0
SO Ngoche ,Kenya,2010,2019,28,18,5,107,38,FALSE,8.230769231,118,90.6779661,0,0,2,5,4
MF Maharoof ,Sri Lanka,2006,2016,8,5,1,33,13,TRUE,8.25,43,76.74418605,0,0,1,0,1
I Pandey ,Nepal,2019,2019,4,4,0,33,22,FALSE,8.25,50,66,0,0,0,5,0
Saeed Ajmal ,Pakistan,2009,2015,64,23,12,91,21,TRUE,8.272727273,86,105.8139535,0,0,3,7,2
JJ Huo ,Moz,2019,2019,7,7,0,58,18,FALSE,8.285714286,61,95.08196721,0,0,1,7,2
Z Arinaitwe ,UGA,2019,2020,6,6,0,50,15,FALSE,8.333333333,60,83.33333333,0,0,0,8,1
RA Bhatti ,Canada,2012,2012,4,4,1,25,11,TRUE,8.333333333,37,67.56756757,0,0,1,1,0
AM Ellis ,New Zealand,2012,2013,5,5,2,25,16,FALSE,8.333333333,21,119.047619,0,0,0,1,1
G Murali ,CRC,2019,2019,3,3,0,25,14,FALSE,8.333333333,44,56.81818182,0,0,0,1,0
SC Getkate ,Ireland,2019,2020,15,13,2,92,24,FALSE,8.363636364,83,110.8433735,0,0,1,4,4
Mohamed Mahfooz ,Mald,2019,2019,11,5,0,42,16,FALSE,8.4,53,79.24528302,0,0,0,3,0
DC Stovell ,Bermuda,2019,2019,6,6,1,42,18,TRUE,8.4,50,84,0,0,1,5,0
Saqib Zulfiqar ,Netherlands,2018,2019,6,4,0,34,18,FALSE,8.5,43,79.06976744,0,0,0,1,0
W Viraliliu ,VAN,2019,2019,10,7,3,34,13,TRUE,8.5,26,130.7692308,0,0,0,3,2
D Bishoo ,West Indies,2011,2019,7,4,2,17,8,FALSE,8.5,29,58.62068966,0,0,1,2,0
D Gim ,NGA,2019,2019,6,4,2,17,9,TRUE,8.5,32,53.125,0,0,1,0,0
JH Mensah ,Ghana,2019,2019,2,2,0,17,16,FALSE,8.5,10,170,0,0,0,1,1
LN Onyango ,Kenya,2007,2010,5,4,2,17,5,FALSE,8.5,21,80.95238095,0,0,0,0,0
K Pierre ,West Indies,2018,2020,10,5,3,17,9,TRUE,8.5,23,73.91304348,0,0,0,2,0
T Singye ,BHU,2019,2019,2,2,0,17,11,FALSE,8.5,25,68,0,0,0,2,0
Usman Ali ,Saudi,2019,2020,8,3,1,17,8,FALSE,8.5,25,68,0,0,0,1,0
LM Jongwe ,Zimbabwe,2015,2016,8,7,0,60,34,FALSE,8.571428571,65,92.30769231,0,0,2,4,1
DI Allan ,Kenya,2012,2013,10,10,0,86,18,FALSE,8.6,135,63.7037037,0,0,0,7,0
RP Magar ,Nepal,2014,2015,6,6,0,52,25,FALSE,8.666666667,89,58.42696629,0,0,1,0,3
A Ahmadhel ,BUL,2019,2020,6,4,1,26,15,FALSE,8.666666667,31,83.87096774,0,0,0,2,0
R Goodwin ,PHI,2019,2019,4,4,1,26,16,TRUE,8.666666667,36,72.22222222,0,0,1,1,0
S Nadigotla ,ROM,2019,2020,3,3,0,26,21,FALSE,8.666666667,29,89.65517241,0,0,0,1,0
LN Oluoch ,Kenya,2013,2019,10,6,3,26,7,TRUE,8.666666667,33,78.78787879,0,0,0,2,0
C Wright ,Caym,2019,2019,6,5,2,26,16,TRUE,8.666666667,31,83.87096774,0,0,1,2,0
OD Hald ,DEN,2019,2019,9,8,1,61,18,FALSE,8.714285714,57,107.0175439,0,0,1,4,2
Mudassar Bukhari ,Netherlands,2008,2016,38,26,8,157,28,TRUE,8.722222222,152,103.2894737,0,0,1,10,4
CB Mpofu ,Zimbabwe,2008,2020,32,11,7,35,17,TRUE,8.75,43,81.39534884,0,0,3,3,1
Robert Raina ,THAI,2020,2020,4,4,0,35,20,FALSE,8.75,68,51.47058824,0,0,0,3,1
JM Davison ,Canada,2008,2010,5,5,0,44,19,FALSE,8.8,40,110,0,0,2,2,3
GF Gomes ,Moz,2019,2019,7,6,1,44,28,FALSE,8.8,46,95.65217391,0,0,1,6,1
Mohammad Nadeem ,Oman,2015,2020,25,14,3,97,29,FALSE,8.818181818,111,87.38738739,0,0,1,7,1
AL Phehlukwayo ,South Africa,2017,2021,30,17,5,106,27,TRUE,8.833333333,97,109.2783505,0,0,6,11,4
S Jamil ,Belg,2019,2020,6,6,0,53,24,FALSE,8.833333333,65,81.53846154,0,0,2,6,2
DAP Darrell ,Bermuda,2019,2019,11,10,1,80,30,TRUE,8.888888889,95,84.21052632,0,0,1,1,5
Imran Ismail ,Moz,2019,2019,7,7,0,63,17,FALSE,9,58,108.6206897,0,0,0,7,3
JSE Dunford ,JER,2019,2019,17,9,3,54,29,FALSE,9,67,80.59701493,0,0,3,2,0
WP Masakadza ,Zimbabwe,2015,2020,13,7,3,36,11,FALSE,9,38,94.73684211,0,0,0,4,0
H Fennell ,Arg,2019,2019,5,5,2,27,25,TRUE,9,23,117.3913043,0,0,3,4,1
Mohammad Iqbal ,Canada,2008,2008,3,3,0,27,22,FALSE,9,39,69.23076923,0,0,0,1,0
Muhammad Younis ,BHR,2020,2020,3,3,0,27,25,FALSE,9,21,128.5714286,0,0,1,5,0
Nadif Chowdhury ,Bangladesh,2006,2007,3,3,0,27,12,FALSE,9,23,117.3913043,0,0,0,2,0
V Baskaran ,SGP,2019,2020,13,5,3,18,14,TRUE,9,23,78.26086957,0,0,1,0,0
Khurram Chohan ,Canada,2010,2010,4,4,2,18,8,FALSE,9,14,128.5714286,0,0,0,1,1
AK Markram ,South Africa,2019,2019,2,2,0,18,15,FALSE,9,17,105.8823529,0,0,0,1,1
Abdul Rashid ,Belg,2019,2019,1,1,0,9,9,FALSE,9,24,37.5,0,0,0,0,0
Afsar Zazai ,Afghanistan,2013,2013,1,1,0,9,9,FALSE,9,21,42.85714286,0,0,0,0,0
Anam Mollik ,ITA,2019,2019,2,1,0,9,9,FALSE,9,10,90,0,0,0,1,0
P Arora ,Mex,2019,2019,2,2,1,9,6,TRUE,9,4,225,0,0,0,0,1
HH Banner ,Blz,2019,2019,3,2,1,9,6,FALSE,9,10,90,0,0,0,0,1
FRJ Coleman ,Scotland,2013,2013,1,1,0,9,9,FALSE,9,13,69.23076923,0,0,0,1,0
BM Duckett ,England,2019,2019,1,1,0,9,9,FALSE,9,7,128.5714286,0,0,0,1,0
N Knights ,IOM,2020,2020,1,1,0,9,9,FALSE,9,9,100,0,0,0,2,0
R McLaren ,South Africa,2009,2014,12,4,3,9,6,TRUE,9,13,69.23076923,0,0,0,0,0
Muhammad Asjed ,ESP,2019,2019,2,1,0,9,9,FALSE,9,9,100,0,0,0,1,0
WKD Perkins ,West Indies,2008,2008,1,1,0,9,9,FALSE,9,11,81.81818182,0,0,0,1,0
VRCF Poubel (),NA,2019,2019,3,3,2,9,5,TRUE,9,15,60,0,0,0,0,0
B Stanlake ,Australia,2017,2019,19,2,1,9,7,FALSE,9,12,75,0,0,0,0,1
WB Rankin ,England/Ireland,2009,2020,50,15,8,64,16,TRUE,9.142857143,74,86.48648649,0,0,2,3,3
Imrul Kayes ,Bangladesh,2010,2017,14,13,0,119,36,FALSE,9.153846154,134,88.80597015,0,0,4,14,3
Umar Gul ,Pakistan,2007,2016,60,27,9,165,32,FALSE,9.166666667,156,105.7692308,0,0,6,11,10
D Ajekun ,NGA,2019,2019,6,6,0,55,17,FALSE,9.166666667,81,67.90123457,0,0,0,6,1
JK Kamande ,Kenya,2007,2010,12,9,0,83,42,FALSE,9.222222222,92,90.2173913,0,0,2,5,3
J Vira ,VAN,2019,2019,14,12,4,74,23,FALSE,9.25,68,108.8235294,0,0,1,7,2
U Aryaman Sunil ,SGP,2019,2020,5,4,0,37,16,FALSE,9.25,24,154.1666667,0,0,0,2,2
CJ Delany ,GIBR,2019,2019,4,4,0,37,21,FALSE,9.25,60,61.66666667,0,0,1,2,0
J Hirschi ,MLT,2019,2019,4,4,0,37,13,FALSE,9.25,62,59.67741935,0,0,0,0,0
K Rabada ,South Africa,2014,2020,26,7,3,37,22,FALSE,9.25,39,94.87179487,0,0,2,3,2
J Bulele ,Moz,2019,2019,7,7,0,65,24,FALSE,9.285714286,95,68.42105263,0,0,1,8,0
SMSM Senanayake ,Sri Lanka,2012,2016,24,12,6,56,17,FALSE,9.333333333,66,84.84848485,0,0,2,3,1
Ahsan Malik ,Netherlands,2012,2017,31,8,5,28,11,TRUE,9.333333333,30,93.33333333,0,0,1,1,1
Amjad Khan ,United Arab Emirates,2015,2016,4,3,0,28,24,FALSE,9.333333333,30,93.33333333,0,0,0,3,1
CW Perchard ,JER,2019,2019,15,5,2,28,12,FALSE,9.333333333,35,80,0,0,0,0,0
Sharafuddin Ashraf ,Afghanistan,2015,2019,8,4,1,28,18,FALSE,9.333333333,29,96.55172414,0,0,0,1,1
Vinod Kumar ,ESP,2019,2020,4,4,1,28,17,FALSE,9.333333333,34,82.35294118,0,0,0,3,0
TM Odoyo ,Kenya,2007,2013,11,10,0,95,22,FALSE,9.5,119,79.83193277,0,0,1,6,2
Irfan Ahmed ,Hong Kong,2014,2015,8,8,0,76,34,FALSE,9.5,83,91.56626506,0,0,2,4,6
D Kansonkho ,MWest Indies,2019,2019,7,4,0,38,21,FALSE,9.5,47,80.85106383,0,0,2,5,0
BF Mailata ,Samoa,2019,2019,4,4,0,38,17,FALSE,9.5,48,79.16666667,0,0,0,2,1
BJ Watling ,New Zealand,2009,2014,5,4,0,38,22,FALSE,9.5,58,65.51724138,0,0,0,3,0
V Aravind ,United Arab Emirates,2020,2020,5,2,0,19,18,FALSE,9.5,27,70.37037037,0,0,0,2,0
Aziz Mohammad ,Belg,2019,2019,3,3,1,19,19,FALSE,9.5,25,76,0,0,1,0,2
P Danci ,ROM,2019,2020,4,3,1,19,12,FALSE,9.5,26,73.07692308,0,0,0,3,0
Jaspreet Singh ,ITA,2019,2019,5,2,0,19,11,FALSE,9.5,23,82.60869565,0,0,0,1,0
HGJM Kulatunga ,Sri Lanka,2008,2008,2,2,0,19,11,FALSE,9.5,38,50,0,0,0,0,0
CJ McKay ,Australia,2010,2013,6,4,2,19,7,FALSE,9.5,22,86.36363636,0,0,1,1,1
Sayed Monib ,KUW,2020,2020,5,2,0,19,11,FALSE,9.5,10,190,0,0,0,1,2
L Shafeeg ,Mald,2019,2020,6,3,1,19,19,TRUE,9.5,17,111.7647059,0,0,2,2,1
NN Odhiambo ,Kenya,2007,2013,24,20,2,174,41,FALSE,9.666666667,177,98.30508475,0,0,3,17,4
S Rossi ,Arg,2019,2019,5,4,1,29,13,FALSE,9.666666667,27,107.4074074,0,0,0,2,1
Taskin Ahmed ,Bangladesh,2014,2018,19,6,3,29,15,TRUE,9.666666667,31,93.5483871,0,0,1,3,1
Sikander Zulfiqar ,Netherlands,2016,2019,11,8,1,68,18,FALSE,9.714285714,68,100,0,0,0,5,0
JNT Vare ,Papau New Guinea,2015,2017,8,7,0,68,38,FALSE,9.714285714,71,95.77464789,0,0,0,4,0
RR David ,Canada,2008,2008,4,4,0,39,17,FALSE,9.75,65,60,0,0,0,2,1
H Ivanov ,BUL,2019,2020,8,4,0,39,15,FALSE,9.75,39,100,0,0,0,2,1
Ameel Mauroof ,Mald,2019,2020,13,10,5,49,15,TRUE,9.8,68,72.05882353,0,0,1,3,0
ZE Green ,Namibia,2019,2019,16,11,3,79,18,TRUE,9.875,78,101.2820513,0,0,1,4,3
Anwar Arudin ,MAL,2019,2020,17,17,0,168,32,FALSE,9.882352941,177,94.91525424,0,0,5,19,5
LJ Tucker ,Ireland,2016,2020,17,14,1,130,22,TRUE,10,126,103.1746032,0,0,1,13,1
Hamza Tariq ,Canada,2013,2019,15,11,1,100,33,FALSE,10,82,121.9512195,0,0,2,4,5
Sagar Pun ,Nepal,2014,2015,9,9,0,90,20,FALSE,10,100,90,0,0,0,13,0
RK Paudel ,Nepal,2019,2019,11,10,2,80,19,FALSE,10,89,89.88764045,0,0,0,7,0
Amir Hamza ,Afghanistan,2013,2017,31,9,5,40,21,FALSE,10,38,105.2631579,0,0,1,3,1
BCJ Cutting ,Australia/World XI,2013,2017,7,5,1,40,29,FALSE,10,27,148.1481481,0,0,1,2,3
LA Musiani ,Arg,2019,2019,5,5,1,40,22,FALSE,10,60,66.66666667,0,0,1,4,0
E Packard ,GIBR,2019,2019,4,4,0,40,26,FALSE,10,49,81.63265306,0,0,0,2,1
S Rakshit ,CZK-R,2019,2019,6,5,1,40,21,FALSE,10,44,90.90909091,0,0,1,5,1
D Cato ,Caym,2019,2019,3,3,0,30,20,FALSE,10,59,50.84745763,0,0,0,2,0
Imran Butt ,BHR,2020,2020,4,3,0,30,17,FALSE,10,25,120,0,0,0,3,1
RL Bhudia ,Kenya,2007,2007,3,3,1,20,11,TRUE,10,20,100,0,0,1,0,2
KK Flowers ,Blz,2019,2019,3,3,1,20,17,FALSE,10,33,60.60606061,0,0,1,3,0
DL Hemp ,Bermuda,2008,2008,2,2,0,20,20,FALSE,10,32,62.5,0,0,1,2,1
Mahedi Hasan ,Bangladesh,2018,2020,4,2,0,20,11,FALSE,10,23,86.95652174,0,0,0,1,1
N Pokana ,Papau New Guinea,2016,2019,19,7,5,20,8,TRUE,10,28,71.42857143,0,0,0,0,0
A Uniyal ,Chile,2019,2019,3,3,1,20,16,TRUE,10,23,86.95652174,0,0,0,2,0
Aftab Ahmed (2) ,DEN,2019,2019,1,1,0,10,10,FALSE,10,13,76.92307692,0,0,0,1,0
Aftab Kayani ,ROM,2020,2020,1,1,0,10,10,FALSE,10,13,76.92307692,0,0,0,0,0
N Pradeep ,Sri Lanka,2016,2021,15,6,5,10,8,TRUE,10,15,66.66666667,0,0,1,1,0
MJ Henry ,New Zealand,2014,2017,6,2,1,10,10,FALSE,10,5,200,0,0,0,2,0
S Jyoti ,Canada,2008,2008,2,2,1,10,10,TRUE,10,20,50,0,0,1,0,0
Mohammad Ghazanfar ,Hong Kong,2019,2019,5,2,1,10,6,TRUE,10,10,100,0,0,0,1,0
BA Parchment ,West Indies,2007,2007,1,1,0,10,10,FALSE,10,6,166.6666667,0,0,0,1,1
GA Reynold ,Blz,2019,2019,3,2,1,10,6,TRUE,10,10,100,0,0,0,0,1
ACL Richards ,West Indies,2007,2007,1,1,0,10,10,FALSE,10,15,66.66666667,0,0,0,1,0
Sami Ullah ,ROM,2020,2020,1,1,0,10,10,FALSE,10,9,111.1111111,0,0,0,1,0
SR Tendulkar ,India,2006,2006,1,1,0,10,10,FALSE,10,12,83.33333333,0,0,0,2,0
Zakir Hasan ,Bangladesh,2018,2018,1,1,0,10,10,FALSE,10,9,111.1111111,0,0,0,1,0
R Nehonde ,Botsw,2019,2019,7,7,1,61,26,FALSE,10.16666667,79,77.21518987,0,0,1,3,1
NM Odhiambo ,Kenya,2010,2019,16,8,2,61,26,FALSE,10.16666667,94,64.89361702,0,0,2,4,1
AJ Tye ,Australia,2016,2020,28,11,5,61,20,FALSE,10.16666667,55,110.9090909,0,0,2,4,3
Anasim Khan ,BHR,2019,2020,8,6,1,51,22,FALSE,10.2,52,98.07692308,0,0,0,2,1
Raqibul Hasan ,Bangladesh,2008,2010,5,5,0,51,18,FALSE,10.2,62,82.25806452,0,0,0,3,1
KMDN Kulasekara ,Sri Lanka,2008,2017,58,30,9,215,31,FALSE,10.23809524,184,116.8478261,0,0,4,14,7
TD Paine ,Australia/World XI,2009,2017,12,9,1,82,25,FALSE,10.25,77,106.4935065,0,0,2,7,3
S Browne ,LUX,2020,2020,4,4,0,41,21,FALSE,10.25,49,83.67346939,0,0,1,4,0
K Jethi ,Canada,2008,2008,5,5,1,41,24,FALSE,10.25,59,69.49152542,0,0,1,0,2
AS Wright ,GUE,2019,2019,8,7,0,72,43,FALSE,10.28571429,84,85.71428571,0,0,1,6,3
SP Narine ,West Indies,2012,2019,51,23,8,155,30,FALSE,10.33333333,138,112.3188406,0,0,2,13,5
TR Birt ,Australia,2010,2012,4,3,0,31,17,FALSE,10.33333333,33,93.93939394,0,0,0,3,1
P Chandran ,Mex,2019,2019,3,3,0,31,23,FALSE,10.33333333,47,65.95744681,0,0,1,2,1
Jahurul Islam ,Bangladesh,2010,2013,3,3,0,31,18,FALSE,10.33333333,23,134.7826087,0,0,0,3,1
Tafseer Ali ,NOR,2019,2019,5,4,1,31,19,FALSE,10.33333333,53,58.49056604,0,0,0,1,0
AM Oyede ,NGA,2019,2019,8,8,1,73,39,FALSE,10.42857143,104,70.19230769,0,0,2,5,1
RA Thomas ,Canada,2019,2019,8,8,1,73,18,FALSE,10.42857143,95,76.84210526,0,0,1,7,1
Mehidy Hasan Miraz ,Bangladesh,2017,2018,13,11,2,94,19,TRUE,10.44444444,80,117.5,0,0,2,7,4
JH Stander ,Scotland,2009,2012,11,11,2,94,45,FALSE,10.44444444,90,104.4444444,0,0,3,6,4
IO Okpe ,NGA,2019,2019,8,8,0,84,19,FALSE,10.5,109,77.06422018,0,0,0,2,2
RG Mukasa ,UGA,2019,2020,6,6,0,63,24,FALSE,10.5,99,63.63636364,0,0,0,2,2
Amjad Ali ,United Arab Emirates,2014,2015,5,5,1,42,20,FALSE,10.5,52,80.76923077,0,0,0,6,0
F Baaleri ,Ghana,2019,2019,4,4,0,42,17,FALSE,10.5,60,70,0,0,0,6,0
Muaviath Ganee ,Mald,2019,2019,5,4,0,42,19,FALSE,10.5,44,95.45454545,0,0,0,3,1
AT Rayudu ,India,2014,2016,6,5,1,42,20,FALSE,10.5,50,84,0,0,2,5,0
MR Gillespie ,New Zealand,2006,2008,11,6,4,21,7,FALSE,10.5,29,72.4137931,0,0,0,0,0
Imam-ul-Haq ,Pakistan,2019,2019,2,2,0,21,14,FALSE,10.5,25,84,0,0,0,2,0
Kamran Shazad ,United Arab Emirates,2014,2014,3,2,0,21,21,FALSE,10.5,17,123.5294118,0,0,1,1,2
LD Madushanka ,Sri Lanka,2019,2019,2,2,0,21,20,FALSE,10.5,26,80.76923077,0,0,0,1,0
S Murari ,CRC,2019,2019,3,3,1,21,16,FALSE,10.5,20,105,0,0,0,2,0
K Doriga ,Papau New Guinea,2019,2019,17,11,1,106,43,TRUE,10.6,103,102.9126214,0,0,0,3,3
MRJ Watt ,Scotland,2015,2019,35,11,6,53,14,TRUE,10.6,40,132.5,0,0,1,6,1
Mehran Khan ,Oman,2015,2019,19,13,2,117,29,FALSE,10.63636364,106,110.3773585,0,0,1,7,5
Anique Uddin ,DEN,2019,2019,6,6,0,64,31,FALSE,10.66666667,79,81.01265823,0,0,0,3,0
WD Balaji Rao ,Canada,2008,2008,4,4,1,32,22,TRUE,10.66666667,30,106.6666667,0,0,1,1,2
TG Gordon ,Canada,2012,2012,3,3,0,32,23,FALSE,10.66666667,37,86.48648649,0,0,0,3,0
LHB Harrington-Myers ,Caym,2019,2019,4,4,1,32,17,TRUE,10.66666667,39,82.05128205,0,0,1,1,1
JC Tredwell ,England,2012,2014,17,6,3,32,22,FALSE,10.66666667,20,160,0,0,1,4,1
OGL Bascome ,Bermuda,2019,2019,11,11,1,107,22,FALSE,10.7,117,91.45299145,0,0,0,12,3
GJ Hopkins ,New Zealand,2007,2010,10,8,0,86,36,FALSE,10.75,71,121.1267606,0,0,0,5,5
P Mishra ,BUL,2019,2020,10,9,1,86,23,FALSE,10.75,61,140.9836066,0,0,1,7,6
Shamsur Rahman ,Bangladesh,2013,2014,9,8,0,86,53,FALSE,10.75,85,101.1764706,0,1,2,12,1
Abdul Wahid ,Saudi,2019,2020,8,5,1,43,17,TRUE,10.75,45,95.55555556,0,0,0,5,1
TS Chisoro ,Zimbabwe,2015,2020,14,7,3,43,14,TRUE,10.75,47,91.4893617,0,0,0,2,2
SM Curran ,England,2019,2021,9,5,1,43,24,FALSE,10.75,31,138.7096774,0,0,0,3,3
SE Rutherford ,West Indies,2018,2020,6,4,0,43,26,FALSE,10.75,36,119.4444444,0,0,0,1,3
Muhammad Kaleem ,United Arab Emirates,2016,2016,9,9,0,97,50,FALSE,10.77777778,116,83.62068966,0,1,1,9,3
Imran Farhat ,Pakistan,2010,2011,7,7,0,76,19,FALSE,10.85714286,70,108.5714286,0,0,1,14,0
EB Knowles ,CZK-R,2019,2020,11,10,3,76,17,FALSE,10.85714286,105,72.38095238,0,0,1,9,0
NFI McCallum ,Scotland,2007,2010,11,7,0,76,38,FALSE,10.85714286,85,89.41176471,0,0,3,7,1
Simi Singh ,Ireland,2018,2020,24,23,4,207,57,TRUE,10.89473684,178,116.2921348,0,1,6,13,7
MG Johnson ,Australia,2007,2013,30,17,7,109,28,TRUE,10.9,95,114.7368421,0,0,2,8,3
Ahmed Raza ,United Arab Emirates,2014,2020,41,16,7,99,22,FALSE,11,130,76.15384615,0,0,2,2,4
N Deonarine ,West Indies,2010,2013,8,7,2,55,36,TRUE,11,53,103.7735849,0,0,3,5,0
OE Newey ,GUE,2019,2019,7,6,1,55,23,TRUE,11,66,83.33333333,0,0,1,2,0
L Emilio ,Moz,2019,2019,5,4,0,44,23,FALSE,11,35,125.7142857,0,0,0,4,1
Ismat Ullah (),NA,2019,2019,4,4,0,44,42,FALSE,11,47,93.61702128,0,0,1,4,1
K Nestor ,GIBR,2019,2019,4,4,1,33,16,FALSE,11,35,94.28571429,0,0,0,1,2
Abdur Rehman ,Pakistan,2007,2013,8,5,3,22,7,TRUE,11,29,75.86206897,0,0,0,0,0
PC de Silva ,Sri Lanka,2017,2017,2,2,0,22,21,FALSE,11,22,100,0,0,0,1,0
PJ Ingram ,New Zealand,2010,2010,3,3,1,22,20,TRUE,11,35,62.85714286,0,0,1,3,0
DP Nannes ,Australia/Netherlands,2009,2010,17,5,3,22,12,TRUE,11,18,122.2222222,0,0,0,1,1
Ali Ivan ,Mald,2019,2019,1,1,0,11,11,FALSE,11,39,28.20512821,0,0,0,0,0
A Bulow ,DEN,2019,2019,2,1,0,11,11,FALSE,11,13,84.61538462,0,0,0,0,1
Fayyaz Ahmed ,United Arab Emirates,2015,2015,1,1,0,11,11,FALSE,11,12,91.66666667,0,0,0,2,0
S Goustis (),NA,2019,2019,3,1,0,11,11,FALSE,11,19,57.89473684,0,0,0,0,0
AJ Hall ,South Africa,2006,2006,2,1,0,11,11,FALSE,11,10,110,0,0,0,1,0
WK McCallan ,Ireland,2008,2009,9,3,2,11,9,TRUE,11,15,73.33333333,0,0,1,1,0
WJ Malinda ,Mald,2019,2019,3,2,1,11,10,TRUE,11,9,122.2222222,0,0,0,0,1
Saqlain Arshad ,QAT,2019,2019,2,1,0,11,11,FALSE,11,10,110,0,0,0,0,1
V Shetty ,United Arab Emirates,2014,2014,2,2,1,11,10,FALSE,11,13,84.61538462,0,0,0,1,0
M Shumba ,Zimbabwe,2020,2020,1,1,0,11,11,FALSE,11,12,91.66666667,0,0,0,0,1
Suresh Kumar ,Peru,2019,2019,2,2,1,11,10,TRUE,11,15,73.33333333,0,0,0,0,0
P Taylor ,CZK-R,2019,2019,7,2,1,11,7,TRUE,11,9,122.2222222,0,0,0,1,0
H Thaker ,Canada,2019,2019,1,1,0,11,11,FALSE,11,9,122.2222222,0,0,0,0,1
TCW Veillard ,GUE,2019,2019,4,2,1,11,8,FALSE,11,17,64.70588235,0,0,0,0,0
S Dhaniram ,Canada,2008,2010,11,9,0,100,26,FALSE,11.11111111,123,81.30081301,0,0,0,6,2
T Maruma ,Zimbabwe,2008,2019,13,13,4,100,23,TRUE,11.11111111,109,91.74311927,0,0,1,6,4
